-5.399999999208375812e-01	-3.300000000745058060e-01
-3.299999999580904841e-01	-3.000000026077032089e-02
-5.300000000279396772e-01	-1.600000001490116119e-01
8.000000007450580597e-02	-4.699999997392296791e-01
7.999999995809048414e-02	-4.900000002235174179e-01
-5.000000000000000000e-01	4.000000003725290298e-02
3.899999998975545168e-01	5.100000007078051567e-01
-3.699999999953433871e-01	-1.999999992549419403e-01
1.899999999441206455e-01	-1.699999999254941940e-01
4.000000003725290298e-02	-5.799999991431832314e-01
-4.000000003725290298e-02	-9.999999962747097015e-02
9.999999892897903919e-03	1.999999955296516418e-02
7.999999995809048414e-02	-1.399999996647238731e-01
5.500000000465661287e-01	2.200000006705522537e-01
9.000000008381903172e-02	-4.499999992549419403e-01
2.600000000093132257e-01	-1.999999992549419403e-01
4.100000000325962901e-01	3.199999993667006493e-01
4.899999999906867743e-01	2.199999997392296791e-01
-5.300000000279396772e-01	-7.900000000372529030e-01
3.599999999860301614e-01	-4.900000002235174179e-01
-2.600000000093132257e-01	3.500000005587935448e-01
1.199999999953433871e-01	8.000000007450580597e-02
2.000000001862645149e-02	3.399999998509883881e-01
1.700000000419095159e-01	-2.999999998137354851e-01
-1.899999999441206455e-01	-9.999999962747097015e-02
-2.399999999906867743e-01	9.999999962747097015e-02
-1.800000000512227416e-01	5.900000007823109627e-01
-6.000000005587935448e-02	-3.399999998509883881e-01
2.200000000884756446e-01	-2.400000002235174179e-01
1.300000000046566129e-01	-5.600000005215406418e-01
4.700000000884756446e-01	-4.500000001862645149e-01
-2.999999999301508069e-01	7.799999993294477463e-01
-4.299999999348074198e-01	-2.500000000000000000e-01
-2.600000000093132257e-01	4.799999995157122612e-01
6.000000005587935448e-02	-2.400000002235174179e-01
1.499999999068677425e-01	4.800000004470348358e-01
3.200000000651925802e-01	3.499999996274709702e-01
2.299999999813735485e-01	-6.699999999254941940e-01
4.800000000977888703e-01	-2.500000000000000000e-01
-7.299999999813735485e-01	6.999999936670064926e-02
-2.999999991152435541e-02	-3.000000026077032089e-02
4.500000000698491931e-01	-5.200000004842877388e-01
-1.700000000419095159e-01	1.200000001117587090e-01
3.000000000465661287e-01	-9.999999962747097015e-02
-6.199999999953433871e-01	0.000000000000000000e+00
-1.700000000419095159e-01	-4.699999997392296791e-01
1.300000000046566129e-01	5.300000002607703209e-01
